ID,Title,Year,Age,IMDb,Netflix,Hulu,Prime Video,Disney+,Directors,Type
329,Triple Frontier,2019,18.0,6.4,1,0,0,0,J.C. Chandor,0
330,Bombshell: The Hedy Lamarr Story,2018,13.0,7.4,1,0,0,0,Alexandra Dean,0
331,Paddleton,2019,18.0,7.2,1,0,0,0,Alex Lehmann,0
332,Bad Boys II,2003,18.0,6.6,1,0,0,0,Michael Bay,0
333,Sour Grapes,2016,16.0,7.3,1,0,0,0,Larry David,0
334,Betting on Zero,2017,,7.2,1,0,0,0,Ted Braun,0
335,Delhi Belly,2011,,7.5,1,0,0,0,"Abhinay Deo,Akshat Verma",0
336,Being Elmo: A Puppeteer's Journey,2011,7.0,7.6,1,0,0,0,"Constance Marks,Philip Shane",0
337,Williams,2017,,7.6,1,0,0,0,Morgan Matthews,0
338,It Comes at Night,2017,18.0,6.2,1,0,0,0,Trey Edward Shults,0
339,Cuba and the Cameraman,2017,,8.2,1,0,0,0,Jon Alpert,0
340,Creep,2014,18.0,6.3,1,0,0,0,Patrick Brice,0
341,The Interview,2014,18.0,6.5,1,1,1,0,"Evan Goldberg,Seth Rogen",0
342,Bobby Robson: More Than a Manager,2018,,8.2,1,0,0,0,"Gabriel Clarke,Torquil Jones",0
343,Outbreak,1995,18.0,6.6,1,0,0,0,Wolfgang Petersen,0
344,Black Snake Moan,2006,18.0,6.9,1,0,1,0,Craig Brewer,0
345,Bright,2017,18.0,6.3,1,0,0,0,David Ayer,0
346,Cargo,2017,,6.3,1,0,1,0,"Ben Howling,Yolanda Ramke",0
347,Even the Rain,2010,,7.4,1,0,0,0,Icíar Bollaín,0
348,Candyman,1992,18.0,6.6,1,0,0,0,Bernard Rose,0
349,Mary and the Witch's Flower,2017,7.0,6.8,1,0,0,0,"Hiromasa Yonebayashi,Giles New",0
350,Calibre,2018,18.0,6.7,1,0,0,0,Matt Palmer,0
351,First They Killed My Father,2017,18.0,7.2,1,0,0,0,Angelina Jolie,0
352,Us and Them,2018,,7.3,1,0,0,0,Rene Liu,0
353,Up in Smoke,1978,18.0,7.0,1,0,0,0,"Lou Adler,Tommy Chong",0
354,Final Destination,2000,18.0,6.7,1,0,0,0,James Wong,0
355,Kill the Messenger,2014,18.0,6.9,1,0,0,0,Michael Cuesta,0
356,Operation Odessa,2018,18.0,7.8,1,0,0,0,Tiller Russell,0
357,The American Meme,2018,,7.3,1,0,0,0,Bert Marcus,0
358,Outlaw King,2018,18.0,6.9,1,0,0,0,David Mackenzie,0
359,21,2008,13.0,6.8,1,0,0,0,Robert Luketic,0
360,Holding the Man,2015,,7.4,1,0,0,0,Neil Armfield,0
361,Krisha,2016,18.0,7.2,1,0,0,0,Trey Edward Shults,0
362,De Palma,2016,18.0,7.4,1,0,0,0,"Noah Baumbach,Jake Paltrow",0
363,Dear Ex,2018,18.0,7.4,1,0,0,0,"Chih-Yen Hsu,Mag Hsu",0
364,Tomorrow Never Dies,1997,13.0,6.5,1,0,0,0,Roger Spottiswoode,0
365,Veronica,2017,18.0,6.2,1,0,0,0,"Elizabeth Banks,Steven Brill,Steve Carr,Rusty Cundieff,James Duffy,Griffin Dunne,Peter Farrelly,Patrik Forsberg,Will Graham,James Gunn,Brett Ratner,Jonathan van Tulleken,Bob Odenkirk",0
366,The Cakemaker,2017,,7.2,1,0,0,0,Ofir Raul Graizer,0
367,Instructions Not Included,2013,13.0,7.5,1,0,0,0,Eugenio Derbez,0
368,Bleed for This,2016,18.0,6.8,1,0,0,0,Ben Younger,0
369,Girl,2018,18.0,7.2,1,0,1,0,Lukas Dhont,0
370,The Naked Gun 2½: The Smell of Fear,1991,13.0,6.9,1,0,0,0,David Zucker,0
371,Bareilly's Barfi,2017,,7.5,1,0,0,0,Ashwiny Iyer Tiwari,0
372,The Sky Is Pink,2019,,7.5,1,0,0,0,Shonali Bose,0
373,Chitty Chitty Bang Bang,1968,7.0,6.9,1,0,0,0,Ken Hughes,0
374,A Wednesday!,2008,,8.1,1,0,0,0,Neeraj Pandey,0
375,Jodhaa Akbar,2008,13.0,7.6,1,0,0,0,Ashutosh Gowariker,0
376,Handsome Devil,2017,,7.1,1,0,0,0,John Butler,0
377,"Love, Rosie",2014,18.0,7.2,1,0,1,0,Christian Ditter,0
378,Oceans,2009,7.0,7.8,1,0,0,0,"Jacques Perrin,Jacques Cluzaud",0
379,The Ritual,2017,18.0,6.3,1,0,0,0,David Bruckner,0
380,Super Dark Times,2017,,6.6,1,0,0,0,Kevin Phillips,0
381,Tallulah,2016,,6.7,1,0,0,0,Sian Heder,0
382,Other People,2016,,6.8,1,0,0,0,Chris Kelly,0
383,Alpha Dog,2006,18.0,6.9,1,0,0,0,Nick Cassavetes,0
384,Spectral,2016,13.0,6.3,1,0,0,0,Nic Mathieu,0
385,The Babysitter,2017,18.0,6.3,1,0,1,0,McG,0
386,"Extremely Wicked, Shockingly Evil and Vile",2019,18.0,6.6,1,0,0,0,Joe Berlinger,0
387,Heneral Luna,2015,18.0,7.6,1,0,0,0,Jerrold Tarog,0
388,Click,2006,13.0,6.4,1,0,0,0,Frank Coraci,0
389,The Duchess,2008,13.0,6.9,1,0,1,0,Saul Dibb,0
390,The Last Man on the Moon,2016,18.0,7.4,1,0,0,0,Mark Craig,0
391,The 24 Hour War,2016,,7.2,1,0,0,0,"Nate Adams,Adam Carolla",0
392,Mune: Guardian of the Moon,2015,7.0,7.2,1,0,0,0,"Alexandre Heboyan,Benoît Philippon",0
393,The Devil We Know,2018,,7.7,1,0,0,0,"Stephanie Soechtig,Jeremy Seifert",0
394,How the Grinch Stole Christmas,2000,7.0,6.2,1,0,0,0,Ron Howard,0
395,LA Originals,2020,,7.3,1,0,0,0,Estevan Oriol,0
396,Whisky,2004,,7.1,1,0,1,0,"Juan Pablo Rebella,Pablo Stoll",0
397,The Sapphires,2012,13.0,7.0,1,0,0,0,Wayne Blair,0
398,Bloodsport,1988,18.0,6.8,1,0,0,0,Newt Arnold,0
399,Tinker Bell and the Legend of the NeverBeast,2014,7.0,7.3,1,0,0,0,Steve Loter,0
400,Get Me Roger Stone,2017,16.0,7.4,1,0,0,0,"Dylan Bank,Daniel DiMauro,Morgan Pehme",0
401,Alex Strangelove,2018,18.0,6.3,1,0,0,0,Craig Johnson,0
402,She's Out of My League,2010,18.0,6.4,1,0,1,0,Jim Field Smith,0
403,Sarah's Key,2010,13.0,7.5,1,0,0,0,Gilles Paquet-Brenner,0
404,My Happy Family,2017,,7.4,1,0,0,0,"Nana Ekvtimishvili,Simon Groß",0
405,Killing Them Softly,2012,18.0,6.2,1,0,0,0,Andrew Dominik,0
406,Ittefaq,2017,7.0,7.2,1,0,1,0,Abhay Chopra,0
407,6 Underground,2019,18.0,6.1,1,0,0,0,Michael Bay,0
408,The Accountant of Auschwitz,2018,,7.3,1,0,0,0,Matthew Shoychet,0
409,Echo in the Canyon,2019,13.0,7.0,1,0,0,0,Andrew Slater,0
410,Hold the Dark,2018,,5.6,1,0,0,0,Jeremy Saulnier,0
411,Suffragette,2015,13.0,6.9,1,0,0,0,Sarah Gavron,0
412,The Siege of Jadotville,2016,,7.2,1,0,0,0,Richie Smyth,0
413,Terminator Salvation,2009,13.0,6.5,1,0,0,0,McG,0
414,Hotel Transylvania 3: Summer Vacation,2018,7.0,6.3,1,0,0,0,Genndy Tartakovsky,0
415,Filmworker,2018,,7.4,1,0,0,0,Tony Zierra,0
416,Our Souls at Night,2017,16.0,6.9,1,0,0,0,Ritesh Batra,0
417,Mine 9,2019,,6.7,1,0,0,0,Eddie Mensore,0
418,Everybody Knows,2018,18.0,6.9,1,0,0,0,Asghar Farhadi,0
419,Retribution,2015,,6.6,1,0,1,0,,0
420,Ice Guardians,2016,,7.5,1,0,0,0,Brett Harvey,0
421,Tinker Bell and the Pirate Fairy,2014,7.0,6.6,1,0,0,0,Peggy Holmes,0
422,The World Is Not Enough,1999,13.0,6.4,1,0,0,0,Michael Apted,0
423,Suite Française,2014,,7.0,1,0,0,0,Saul Dibb,0
424,Period. End of Sentence.,2018,,7.4,1,0,0,0,Rayka Zehtabchi,0
425,Beyond the Mat,1999,18.0,7.6,1,0,0,0,Barry W. Blaustein,0
426,Next Gen,2018,7.0,6.6,1,0,0,0,"Kevin R. Adams,Joe Ksander,Ricardo Curtis",0
427,Cam,2018,18.0,5.9,1,0,0,0,Daniel Goldhaber,0
428,Divines,2016,,7.4,1,0,0,0,Houda Benyamina,0
429,Shirkers,2018,,7.4,1,0,0,0,Sandi Tan,0
430,Underworld: Evolution,2006,18.0,6.7,1,0,0,0,Len Wiseman,0
431,Om Shanti Om,2007,7.0,6.7,1,0,0,0,Farah Khan,0
432,How to Change the World,2015,,7.6,1,0,0,0,Jerry Rothwell,0
433,Spitfire,2018,7.0,7.5,1,0,0,0,John Cromwell,0
434,You Are My Sunday,2016,,7.7,1,0,0,0,Milind Dhaimade,0
435,Dear Zindagi,2016,13.0,7.6,1,0,0,0,Gauri Shinde,0
436,Uncorked,2020,13.0,6.1,1,0,0,0,Prentice Penny,0
437,The Water Diviner,2014,18.0,7.0,1,0,0,0,Russell Crowe,0
438,Gaga: Five Foot Two,2017,18.0,7.0,1,0,0,0,Chris Moukarbel,0
439,Austin Powers in Goldmember,2002,13.0,6.2,1,0,0,0,Jay Roach,0
440,He Never Died,2015,18.0,6.4,1,0,0,0,Jason Krawczyk,0
441,Black Sea,2014,18.0,6.4,1,0,0,0,Kevin Macdonald,0
442,Ali's Wedding,2017,18.0,6.9,1,0,0,0,Jeffrey Walker,0
443,Event Horizon,1997,18.0,6.7,1,0,0,0,Paul W.S. Anderson,0
444,Mississippi Grind,2015,18.0,6.4,1,0,0,0,"Anna Boden,Ryan Fleck",0
445,They'll Love Me When I'm Dead,2018,18.0,7.4,1,0,0,0,Morgan Neville,0
446,Kai Po Che!,2013,,7.6,1,0,0,0,Abhishek Kapoor,0
447,Badla,2019,7.0,7.9,1,0,0,0,Sujoy Ghosh,0
448,Young Adult,2011,18.0,6.2,1,0,1,0,Jason Reitman,0
449,ZZ Top: That Little Ol' Band From Texas,2019,,7.4,1,0,0,0,Sam Dunn,0
450,Scary Movie,2000,18.0,6.2,1,0,0,0,Wes Craven,0
451,The Dirt,2019,18.0,7.0,1,0,0,0,Jeff Tremaine,0
452,Killer Klowns from Outer Space,1988,13.0,6.2,1,0,0,0,Stephen Chiodo,0
453,The Exception,2017,18.0,6.8,1,0,0,0,David Leveaux,0
454,Spenser Confidential,2020,18.0,6.2,1,0,0,0,Peter Berg,0
455,Wheelman,2017,18.0,6.4,1,0,0,0,Jeremy Rush,0
456,While We're Young,2014,18.0,6.3,1,0,0,0,Noah Baumbach,0
457,Die Another Day,2002,13.0,6.1,1,0,0,0,Lee Tamahori,0
458,The Grandmaster,2013,13.0,6.6,1,0,0,0,Kar-Wai Wong,0
459,Bathtubs Over Broadway,2018,13.0,7.5,1,0,0,0,Dava Whisenant,0
460,Cadillac Records,2008,18.0,7.0,1,0,0,0,Darnell Martin,0
461,I am Divine,2013,,7.6,1,0,0,0,Jeffrey Schwarz,0
462,King Jack,2015,,7.0,1,0,0,0,Felix Thompson,0
463,The Runaways,2010,18.0,6.5,1,0,0,0,Floria Sigismondi,0
464,2012,2009,13.0,5.8,1,0,0,0,Roland Emmerich,0
465,The Half of It,2020,13.0,7.0,1,0,0,0,Alice Wu,0
466,Tigertail,2020,7.0,6.4,1,0,0,0,Alan Yang,0
467,Sleeping with Other People,2015,18.0,6.5,1,0,0,0,Leslye Headland,0
468,What Lies Beneath,2000,13.0,6.6,1,0,0,0,Robert Zemeckis,0
469,Fractured,2019,18.0,6.4,1,0,0,0,Brad Anderson,0
470,Master Z: Ip Man Legacy,2018,13.0,6.5,1,0,0,0,Woo-Ping Yuen,0
471,Neruda,2016,18.0,6.9,1,0,0,0,Pablo Larraín,0
472,One Day,2011,13.0,7.0,1,0,1,0,Lone Scherfig,0
473,Just Friends,2005,13.0,6.2,1,0,0,0,Roger Kumble,0
474,Aśoka,2001,18.0,6.5,1,0,0,0,,0
475,Harold and Lillian: A Hollywood Love Story,2017,,8.0,1,0,0,0,Daniel Raim,0
476,The Grinch,2018,7.0,6.3,1,0,0,0,Ron Howard,0
477,Qarib Qarib Singlle,2017,,7.0,1,0,0,0,Tanuja Chandra,0
478,Beasts of No Nation,2015,,7.7,1,0,0,0,Cary Joji Fukunaga,0
479,Time Trap,2017,18.0,6.5,1,0,0,0,"Mark Dennis,Ben Foster",0
480,Final Destination 2,2003,18.0,6.2,1,0,0,0,David R. Ellis,0
481,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,2018,,7.1,1,0,0,0,Marcus Raboy,0
482,Dance Academy: The Movie,2017,,7.0,1,0,0,0,Jeffrey Walker,0
483,White Fang,2018,7.0,6.9,1,0,0,1,Randal Kleiser,0
484,All the Bright Places,2020,18.0,6.5,1,0,0,0,Brett Haley,0
485,Elena,2013,,7.6,1,0,1,0,Andrey Zvyagintsev,0
486,Underworld: Rise of the Lycans,2009,18.0,6.6,1,0,0,0,Patrick Tatopoulos,0
487,Talaash,2012,,7.2,1,0,0,0,Reema Kagti,0
488,Kevin Hart: Laugh at My Pain,2011,18.0,7.4,1,0,0,0,"Leslie Small,Tim Story",0
489,Gridiron Gang,2006,13.0,6.9,1,0,0,0,Phil Joanou,0
490,Hot Rod,2007,13.0,6.7,1,0,1,0,Akiva Schaffer,0
491,Bee Movie,2007,7.0,6.1,1,0,0,0,"Simon J. Smith,Steve Hickner",0
492,Trash,2014,18.0,7.2,1,0,0,0,"Stephen Daldry,Christian Duurvoort",0
493,The Photographer of Mauthausen,2018,18.0,6.7,1,0,0,0,Mar Targarona,0
494,He's Just Not That Into You,2009,13.0,6.4,1,0,0,0,Ken Kwapis,0
495,Forks Over Knives,2011,7.0,7.7,1,0,0,0,Lee Fulkerson,0
496,Bandits,2001,13.0,6.5,1,0,1,0,Barry Levinson,0
497,Sanju,2018,,7.8,1,0,0,0,Rajkumar Hirani,0
498,Blame!,2017,13.0,6.7,1,1,1,0,Hiroyuki Seshita,0
499,Quincy,2018,18.0,7.6,1,0,0,0,,0
500,DragonHeart,1996,13.0,6.5,1,0,0,0,Rob Cohen,0
501,Bad Day for the Cut,2017,,6.5,1,0,0,0,Chris Baugh,0
502,We the Animals,2018,18.0,6.9,1,0,0,0,Jeremiah Zagar,0
503,Soul Surfer,2011,7.0,7.0,1,0,0,0,Sean McNamara,0
504,Rocko's Modern Life: Static Cling,2019,7.0,7.0,1,0,0,0,"Joe Murray,Cosmo Segurson",0
505,Haywire,2011,18.0,5.8,1,0,0,0,Steven Soderbergh,0
506,Pink,2016,,8.1,1,0,0,0,Aniruddha Roy Chowdhury,0
507,Stuart Little,1999,7.0,5.9,1,0,0,0,Rob Minkoff,0
508,Cutie and the Boxer,2013,18.0,7.2,1,0,0,0,Zachary Heinzerling,0
509,The World Is Yours,2018,18.0,6.4,1,0,0,0,Romain Gavras,0
510,Berlin Syndrome,2017,18.0,6.3,1,0,0,0,Cate Shortland,0
511,Furie,2019,18.0,5.8,1,0,0,0,David Ayer,0
512,Big Miracle,2012,7.0,6.5,1,0,0,0,Ken Kwapis,0
513,Tramps,2016,,6.5,1,0,0,0,Adam Leon,0
514,Parmanu: The Story of Pokhran,2018,,7.7,1,0,0,0,Abhishek Sharma,0
515,Kursk,2018,13.0,6.6,1,0,0,0,Thomas Vinterberg,0
516,Deep Impact,1998,13.0,6.2,1,0,0,0,Mimi Leder,0
517,The Kindergarten Teacher,2018,,6.7,1,0,0,0,Sara Colangelo,0
518,Stonehearst Asylum,2014,13.0,6.8,1,0,0,0,Brad Anderson,0
519,"Nick Kroll & John Mulaney: Oh, Hello on Broadway",2017,18.0,7.8,1,0,0,0,,0
520,The Wandering Earth,2019,13.0,6.0,1,0,0,0,Frant Gwo,0
521,Bon Cop Bad Cop,2006,13.0,6.8,1,0,0,0,Erik Canuel,0
522,Melvin Goes to Dinner,2003,18.0,6.8,1,0,0,0,Bob Odenkirk,0
523,Chappaquiddick,2018,13.0,6.5,1,0,0,0,John Curran,0
524,Miles Davis: Birth of the Cool,2019,,7.4,1,0,0,0,Stanley Nelson,0
525,Mission Control: The Unsung Heroes of Apollo,2017,7.0,7.5,1,0,0,0,David Fairhead,0
526,Dukhtar,2014,7.0,7.0,1,0,0,0,Afia Nathaniel,0
527,Red Dawn,1984,13.0,6.4,1,0,0,0,John Milius,0
528,Kaabil,2017,18.0,7.1,1,0,0,0,Sanjay Gupta,0
529,The Company Men,2010,18.0,6.7,1,0,0,0,John Wells,0
530,Studio 54,2018,18.0,6.9,1,0,0,0,Mark Christopher,0
531,The Case for Christ,2017,7.0,6.2,1,0,0,0,Jon Gunn,0
532,Outside In,2018,,6.6,1,0,0,0,Lynn Shelton,0
533,Mowgli: Legend of the Jungle,2018,13.0,6.5,1,0,0,0,Andy Serkis,0
534,Errementari: The Blacksmith and the Devil,2018,,6.3,1,0,0,0,Paul Urkijo Alijo,0
535,Jimmy Neutron: Boy Genius,2001,7.0,6.0,1,0,0,0,John A. Davis,0
536,World Trade Center,2006,13.0,5.9,1,0,1,0,Oliver Stone,0
537,I Am Kalam,2010,7.0,8.0,1,0,1,0,Nila Madhab Panda,0
538,PEEPLI [Live],2010,7.0,7.4,1,0,0,0,"Anusha Rizvi,Mahmood Farooqui",0
539,My Scientology Movie,2016,,6.7,1,0,0,0,John Dower,0
540,Latin History for Morons: John Leguizamo's Road to Broadway,2018,7.0,7.5,1,0,0,0,,0
541,Mortal Kombat,1995,13.0,5.8,1,0,0,0,Paul W.S. Anderson,0
542,Behind the Curve,2018,16.0,6.5,1,0,0,0,Daniel J. Clark,0
543,Soni,2019,18.0,7.2,1,0,0,0,Nicolas Cage,0
544,Carriers,2009,13.0,6.0,1,0,0,0,"David Pastor,Àlex Pastor",0
545,Tig,2015,,7.4,1,0,0,0,"Kristina Goolsby,Ashley York",0
546,Patton Oswalt: Annihilation,2017,,7.2,1,0,0,0,Bobcat Goldthwait,0
547,Trixie Mattel: Moving Parts,2019,,7.3,1,0,0,0,Nicholas Zeig-Owens,0
548,Petta,2019,,7.3,1,0,0,0,Karthik Subbaraj,0
549,The Bill Murray Stories: Life Lessons Learned from a Mythical Man,2018,18.0,7.0,1,0,0,0,Tommy Avallone,0
550,Can't Hardly Wait,1998,13.0,6.5,1,0,0,0,"Harry Elfont,Deborah Kaplan",0
551,The Confirmation,2016,13.0,6.4,1,0,0,0,Bob Nelson,0
552,The First Wives Club,1996,7.0,6.4,1,0,1,0,Hugh Wilson,0
553,Colonia,2016,18.0,7.1,1,0,0,0,Florian Gallenberger,0
554,Free Fire,2017,18.0,6.4,1,0,0,0,Ben Wheatley,0
555,Life As We Know It,2010,13.0,6.5,1,0,0,0,Greg Berlanti,0
556,To All the Boys: P.S. I Still Love You,2020,16.0,6.0,1,0,0,0,Michael Fimognari,0
557,Cop Car,2015,18.0,6.3,1,0,0,0,Jon Watts,0
558,Urban Cowboy,1980,7.0,6.3,1,0,0,0,James Bridges,0
559,Above the Rim,1994,18.0,6.6,1,0,0,0,Jeff Pollack,0
560,Screwball,2019,,7.1,1,0,0,0,Billy Corben,0
561,Prosecuting Evil: The Extraordinary World of Ben Ferencz,2018,,7.3,1,0,0,0,Barry Avrich,0
562,The Incident,2014,,6.4,1,0,0,0,Larry Peerce,0
563,Resident Evil: Extinction,2007,18.0,6.3,1,0,0,0,Russell Mulcahy,0
564,American Assassin,2017,18.0,6.2,1,0,0,0,Michael Cuesta,0
565,Rang De Basanti,2006,13.0,8.2,1,0,0,0,Rakeysh Omprakash Mehra,0
566,Open Season,2006,7.0,6.1,1,0,0,0,"Roger Allers,Jill Culton,Anthony Stacchi",0
567,Strong Island,2017,,6.4,1,0,0,0,Yance Ford,0
568,Resident Evil: Apocalypse,2004,18.0,6.2,1,0,0,0,Alexander Witt,0
569,Smoke & Mirrors,2016,,6.9,1,0,0,0,Alberto Rodríguez,0
570,Sky Ladder: The Art of Cai Guo-Qiang,2017,,7.3,1,0,0,0,Kevin Macdonald,0
571,Kate & Leopold,2001,13.0,6.4,1,0,0,0,James Mangold,0
572,Raiders!: The Story of the Greatest Fan Film Ever Made,2015,,6.9,1,0,0,0,"Jeremy Coon,Tim Skousen",0
573,Then Came You,2019,13.0,7.0,1,0,0,0,Peter Hutchings,0
574,The Forest of Love,2019,,6.4,1,0,0,0,Sion Sono,0
575,I Called Him Morgan,2016,,7.3,1,0,0,0,Kasper Collin,0
576,The Money Pit,1986,7.0,6.4,1,0,0,0,Richard Benjamin,0
577,The Angel,2018,18.0,6.6,1,0,1,0,Ariel Vromen,0
578,Burlesque,2010,13.0,6.4,1,0,0,0,Steve Antin,0
579,My Masterpiece,2018,,7.1,1,0,0,0,Gastón Duprat,0
580,Mr. Church,2016,13.0,7.6,1,0,0,0,Bruce Beresford,0
581,Murder Mystery,2019,13.0,6.0,1,0,0,0,Kyle Newacheck,0
582,Audrie & Daisy,2016,,7.2,1,0,0,0,"Bonni Cohen,Jon Shenk",0
583,Miss Hokusai,2015,13.0,6.7,1,0,0,0,"Keiichi Hara,Stephanie Sheh,Michael Sinterniklaas",0
584,Dumplin',2018,,6.6,1,0,0,0,Anne Fletcher,0
585,The Invention of Lying,2009,13.0,6.4,1,0,0,0,"Ricky Gervais,Matthew Robinson",0
586,Breath,2017,18.0,6.7,1,0,1,0,Simon Baker,0
587,Kodachrome,2017,18.0,6.8,1,0,0,0,Mark Raso,0
588,Operation Red Sea,2018,18.0,6.7,1,0,0,0,Dante Lam,0
589,Murder Party,2007,,5.8,1,0,0,0,Jeremy Saulnier,0
590,Woodstock: Three Days That Defined a Generation,2019,,7.6,1,0,0,0,"Barak Goodman,Jamila Ephron",0
591,Laggies,2014,18.0,6.4,1,0,0,0,Lynn Shelton,0
592,Eye for an Eye,2019,,6.6,1,0,1,0,"Francesco Cinquemani,George Gallo",0
593,Cowspiracy: The Sustainability Secret,2014,,8.3,1,0,0,0,"Kip Andersen,Keegan Kuhn",0
594,Eddie Murphy: Delirious,1983,18.0,8.2,1,0,0,0,Bruce Gowers,0
595,The Aerial,2007,,7.4,1,0,0,0,Esteban Sapir,0
596,Fire in Paradise,2019,18.0,7.4,1,0,0,0,"Zackary Canepari,Drea Cooper",0
597,Cookie's Fortune,1999,13.0,6.8,1,0,0,0,Robert Altman,0
598,Before I Wake,2016,13.0,6.2,1,0,0,0,Mike Flanagan,0
599,Layla M.,2016,,6.7,1,0,0,0,Mijke de Jong,0
600,Mountain,2018,7.0,7.2,1,0,0,0,Jennifer Peedom,0
601,Center Stage,2000,13.0,6.7,1,0,0,0,Nicholas Hytner,0
602,Mr. Right,2016,18.0,6.3,1,0,0,0,Paco Cabezas,0
603,Tamasha,2015,7.0,7.3,1,0,0,0,Imtiaz Ali,0
604,Just Another Love Story,2007,,7.2,1,0,0,0,Ole Bornedal,0
605,Quartet,2012,13.0,6.8,1,0,0,0,Dustin Hoffman,0
606,Dil Chahta Hai,2001,7.0,8.1,1,0,0,0,Farhan Akhtar,0
607,"Bikram: Yogi, Guru, Predator",2019,18.0,6.7,1,0,0,0,Eva Orner,0
608,Dolphin Tale 2,2014,7.0,6.4,1,0,0,0,Charles Martin Smith,0
609,No One Killed Jessica,2011,13.0,7.2,1,0,0,0,Raj Kumar Gupta,0
610,I Am Bolt,2016,7.0,7.1,1,0,0,0,"Benjamin Turner,Gabe Turner",0
611,Evolution,2001,13.0,6.1,1,1,1,0,Ivan Reitman,0
612,BuyBust,2018,,5.8,1,0,0,0,Erik Matti,0
613,Advantageous,2015,,6.2,1,0,0,0,Jennifer Phang,0
614,The Iron Lady,2011,13.0,6.4,1,0,0,0,Phyllida Lloyd,0
615,Son of a Gun,2014,18.0,6.5,1,0,0,0,Julius Avery,0
616,Rugrats in Paris: The Movie,2000,7.0,6.1,1,0,0,0,"Stig Bergqvist,Paul Demeyer",0
617,On My Skin,2018,,7.3,1,0,0,0,Alessio Cremonini,0
618,Sweetheart,2019,13.0,5.7,1,0,0,0,J.D. Dillard,0
619,Raees,2017,18.0,6.8,1,0,0,0,Rahul Dholakia,0
620,The Rover,2014,18.0,6.4,1,0,0,0,David Michôd,0
621,Paan Singh Tomar,2012,7.0,8.2,1,0,0,0,Tigmanshu Dhulia,0
622,The Other Side of the Wind,2018,18.0,6.8,1,0,0,0,Orson Welles,0
623,The Garden of Words,2013,13.0,7.5,1,0,0,0,Makoto Shinkai,0
624,The Legend of 420,2017,,6.7,1,0,0,0,Peter Spirer,0
625,Let It Fall: Los Angeles 1982-1992,2017,18.0,7.7,1,0,0,0,John Ridley,0
626,Manto,2018,,7.4,1,0,0,0,Nandita Das,0
627,Rainbow,2015,,8.0,1,0,0,0,Nagesh Kukunoor,0
628,Walking Out,2017,13.0,5.8,1,0,0,0,"Alex Smith,Andrew J. Smith",0
629,Holy Hell,2016,,7.1,1,0,0,0,Will Allen,0
630,After,2019,13.0,5.4,1,0,1,0,Jenny Gage,0
631,Jersey Boys,2014,18.0,6.8,1,0,0,0,Clint Eastwood,0
632,Flavors of Youth,2018,,6.6,1,0,0,0,"Haoling Li,Yoshitaka Takeuch,Xiaoxing Yi",0
633,Nappily Ever After,2018,18.0,6.4,1,0,0,0,Haifaa Al-Mansour,0
634,Final Destination 3,2006,18.0,5.8,1,0,0,0,James Wong,0
635,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,13.0,6.6,1,0,0,0,Beeban Kidron,0
636,Elizabeth: The Golden Age,2007,13.0,6.8,1,0,0,0,Shekhar Kapur,0
637,37 Seconds,2019,,7.3,1,0,0,0,Hikari,0
638,A Futile and Stupid Gesture,2018,18.0,6.8,1,0,0,0,David Wain,0
639,The Green Hornet,2011,13.0,5.8,1,0,0,0,Michel Gondry,0
640,Dear John,2010,13.0,6.3,1,0,0,0,Lasse Hallström,0
641,Heroin(e),2017,,6.8,1,0,0,0,Elaine McMillion Sheldon,0
642,Guzaarish,2010,7.0,7.4,1,0,0,0,Sanjay Leela Bhansali,0
643,Imperial Dreams,2014,,6.8,1,0,0,0,Malik Vitthal,0
644,Between Two Ferns: The Movie,2019,18.0,6.1,1,0,0,0,Scott Aukerman,0
645,13 Sins,2014,18.0,6.3,1,0,0,0,Daniel Stamm,0
646,Kiss the Girls,1997,18.0,6.6,1,0,1,0,Gary Fleder,0
647,Newness,2017,,6.4,1,0,0,0,Drake Doremus,0
648,Mr. Roosevelt,2017,18.0,6.2,1,0,0,0,Noël Wells,0
649,Justin Timberlake + The Tennessee Kids,2016,,7.8,1,0,0,0,Jonathan Demme,0
650,Battle: Los Angeles,2011,13.0,5.7,1,0,0,0,Jonathan Liebesman,0
651,Hondros,2018,,7.5,1,0,0,0,Greg Campbell,0
652,When We First Met,2018,16.0,6.4,1,0,0,0,Ari Sandel,0
653,(T)ERROR,2015,,6.6,1,0,1,0,"Lyric R. Cabral,David Felix Sutcliffe",0
654,Kuch Kuch Hota Hai,1998,7.0,7.6,1,0,0,0,Karan Johar,0
655,Trailer Park Boys: The Movie,2006,18.0,7.2,1,0,0,0,Mike Clattenburg,0
656,G.O.R.A.,2004,13.0,8.0,1,0,0,0,Ömer Faruk Sorak,0
657,Phantom Boy,2015,7.0,6.6,1,0,0,0,"Jean-Loup Felicioli,Alain Gagnol",0
658,Survivor's Guide to Prison,2018,18.0,7.1,1,0,0,0,Matthew Cooke,0
659,Transcendence,2014,13.0,6.3,1,0,0,0,Wally Pfister,0
660,Jagga Jasoos,2017,7.0,6.5,1,0,0,0,Anurag Basu,0
661,The Perfect Date,2019,16.0,5.8,1,0,0,0,Chris Nelson,0
662,A Fortunate Man,2018,16.0,7.2,1,0,0,0,Bille August,0
663,Kahaani,2012,,8.1,1,0,0,0,Sujoy Ghosh,0
